sentiment,content
love,- No joke my puppy Maddie looks EXACTLY like Maui!!! she's so cute!!
relief,thats much better than the flu syndrome!
neutral,misses lance already...
worry,"I would cry a little. Wait...no I mean, the mechanical army would be -so- pleased to have proper representation. X-me!"
happiness,"oh yes, happy star wars day. May the fourth be with you..."
sadness,I'm up way to early today! Work later.
worry,I don't know what im doing :S
surprise,Oops! I completely forgot!
fun,Driving fast is SO much fun. I went 80 in a 25. Hahaha. Goodnight!
neutral,"Going to bed. Today was another good, if uneventful day."
relief,"P9 for Danica and your team... Not a end of the world, now is just hopes for a great race"
neutral,The 3d movie was amazing but a little to short i wanted more!!
sadness,there is always traffic heading back here to long island on fridays.
neutral,we should definately be in Paris that week. if I get a job we most certainly will be
sadness,Not in a good mood. My mama's away with my sis so can't talk to either of them and my boy can't see me this weekend as planned.
neutral,Please don't forget french fans ! We are HERE !
sadness,Awww thats not fair to me. Now im a lil sad
worry,Wish i was famous like some of d people im following
happiness,Extremely so! I'm in an incredible mood
love,thank you for your comment
worry,Hadnt cried in such a long time
happiness,time for mimi's
enthusiasm,Well I'm going to try and sleep now I have to be at work at 9 tomorrow and then the weekend starts!!!!
neutral,"she said, UR NAILS LOOK LIKE SHIT WHO DID THIS?! LOL, im kidding, i dont know what she is saying haha"
worry,"ROFL! THAT'S my problem, only two hands"
neutral,I'll be back home on Monday.
worry,FYI Canada cannot see the VH1 preview of the video
worry,"videos will be frozen until actual views catch up to the published, artificial, view count - OOFM was already frozen when we got to it"
neutral,"No more pizza for Jamie? wtg (Britains got talent, sure has.)"
empty,just played volleyball?
neutral,oh ... you've been superseeded? not good enough
love,Ooooh! I thought eggos were some kind of synthetic egg or egg sustitute or something. You crazy Americans
worry,"trying to have a baby, don't want my soda addiction to be a problem, so i quit still sad and craving it though"
happiness,womp womp woooomp!
worry,where are ya headin to for your family vaca? i hope the paparazzi leave you alone
sadness,just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to be over
neutral,try to go if you can. I tell everyone who goes to Montreal to check it out. Even people who live there
fun,This weekend I started a &quot;Healthy Lifeestyle&quot; - not Diet! Let's see how it goes - will keep ya posted on my progress.
worry,"I never order chips any more due to how unhealthy they are, but getting a burrito from Chipotle or Qdoba doesn't feel right without em"
worry,Damn. I got a math test today.
happiness,- Oh it's so beautiful! I'm happy you had a great time! Heartz
neutral,Got some new clothes and series one of supernatural on dvd
neutral,Getting ready to ship a care package to the daughter. She's not coming home this summer from college
relief,Just realized it is friday and b/c of a party I don't get to go racing.
neutral,editing and watching movies tonight
happiness,Thx had a great day &amp; gonna have a long weekend. Excited yet I'll be missin my tweeple badly.
worry,Enjoying the heck out of spending time with Amanda. Do i really have to go back tomorrow?
love,omg! shannon Happy Birthday!!!! I'm celebrating for you!
love,dnt smile...im mad at u
worry,That was a horrible day.
neutral,home from school now. watching that '70 show
sadness,"drinking some really nice coffee, got to go to the dentist at 9am this morning"
empty,"You are clearly very busy Take care of yourself, and I am sure you will be fine; takes one to know one ;)"
neutral,Thx 4 sharing!
worry,Someone keyed my car.
sadness,prom tonight.. too bad im not going to be there
surprise,Got back from helping my sis with stuff for my niece's 1st birthday. I saw a PSP/DS lite car charger in Toy Kingdom SM for only P250!!
love,"Yep, I like animals better than some humans too!"
happiness,- Jonathan can you get Priscilla Ahn or Raphael Saadiq on your show - they were fab on the Jools Holland show
love,In Study Hall with Brittneyy!!
happiness,Happy mothers day!
anger,Shout out to my moms for wakin me up so prematurely! Preciate it
fun,ahaha its stuck in my head; thanxx
love,i wanna be love drunk
worry,anytime.. Why ya gonna be up so late?
enthusiasm,"#NHL Not a fan of either team, my head says Detroit, my feet say the Pens my heart doesn't care GO KINGS in 2009/2010"
hate,I'm not a hobo.
love,Had a fantastic day at the beach. Thanks friends xoxo.
relief,you guys actually rock why aren't you going to europe with jb?
worry,My body hurt I need a rub down like NOW!
worry,Girls night in portland
sadness,"Have a great show Doug, have fun. Im sorry that I wont be there to watch you"
worry,I'm yet holdin' on.
sadness,"It's patio weather in Kirkland! It's also launch-yer-boat weather, except I'm missing the boat part"
sadness,Im sad...there's a for sale sign in front of my house!!
neutral,Well you can only find out WHY by first knowing WHO?
neutral,me caga el spam en twitter..
neutral,I say it's in the cards.
worry,Bloody sunburned
happiness,"DW, that was funny"
worry,Aw. Torn ace of hearts #Hunchback
neutral,walking in 3 inch heels that ended up being a half size to big on a leg that's still has pulled muscles.not a good look.my ass hurts 2day
fun,"Ahh man, and im off NEXT weekend"
worry,trying to NOT fall asleep while doing ancient assignment. Drinking some water with ice and lime! yum
surprise,i can't believe it...
neutral,hi babe how you doing
neutral,dinner appointment tonight
relief,"Very excited about camp, loads of people aren't but I am thrilled about that fact we get to sleep in tents and roll around in mud"
neutral,well... As long as you're back for Elevate!
worry,hehe yeah! but too late hun
fun,haha i did! many times before!
relief,walked over 140 blocks today. then ate a delicious black &amp; white cookie.
sadness,":O Looking through my old stuff and found a record from my old band! Well,a band that I was in for about a month. Ever heard of ?"
worry,Just got my marks... BCIT is the death of me I swear!
neutral,The video is `private I cant see it
happiness,- hotttt weather! getting blackk before it starts to rain again
worry,"Hey, it was a GORGEOUS, day (and night) here, too. Played in the sun then a full moon lit my way home. Life is good."
love,Headache hanging out with my puffy. I love him &lt;3
neutral,what I do now anyhoo thanks for the *spank* :-O x
sadness,He didnt leave a voicemail.. -121908inlove(:
worry,GREG NOOOOO LEAVE ME U SHUD HAVE GONE THROOOOOOOOOOOOOO!!!!!! im gonna find u restaurant don't worry lol cry cry cry
worry,nooo no roo crying. but omg i wanted to slap her. she was singing fine then from out of nowhere- BOOHOOOOOOOOOOO
worry,haha &amp; you can tell your kids how I was the one who hooked youz up lmao
love,Morning tweets &lt;3 Sky and I are going to start this day off right with some shopping Then off to the park.
neutral,off for a run. moon-day is not that bad after all... #fb
fun,That's always fun to clean up
hate,not funny he profiled my ass. Like wtf? I'm still kinda heated. Ugh
sadness,Hmmm... he's so lovely. I wish he was here now. I'm tired but can't sleep
sadness,I should be in NYC right now with some of my favorite people but instead I am stuck in RI.
happiness,Congratulations! I wish I could be there to see it happen.
sadness,"that sucks I seriously hope you feel better soon, you need to come over next week!!!"
happiness,Thanks lady!!
hate,o2 - train from Bristol to London. It's terrible - and no wifi
enthusiasm,"it was a lonely battle, my friend, but you fought valiantly!"
neutral,"nvm, i'll stop. whatever. see you 5th i guess"
worry,where's the love?
enthusiasm,leaving now dont miss me too much tweetbeaks &lt;3
empty,"Here we go again, back to work. Happy Mothers Day to all Peace"
hate,"Oh same here, can't believe they killed him off! Hate Stringer now!"
love,Can you come with the guys to Brazil? We'll love if this happened!
neutral,"ooh I've got that DVD, never got around to watching it Is it any good?"
happiness,I agree the G B Reef got my vote #queensland
enthusiasm,shopping tomorrow? I think yes
enthusiasm,Hope you did great - you certainly spent enough time studying.
worry,Ouuchh! I hurt my index finger!! ahhhh
enthusiasm,Morning People! Just woke up now!
empty,"Ok, sending me messages asking to set my blog live won't work (linked to my developing website)! Take a tip from and be patient!"
worry,I fee your pain its lady Ga Ga and It will drive you insane oh dear God her songs are in my head
sadness,Oh poor thing Hope it's easily sorted out. (and not too expensive!)
love,"Some of us are both. We may have strong loyalties in one direction, but I have love for TNG as well"
worry,I think it's time to take a shower &amp; get ready for the dayy. I hope we go shopping while we're in Mason today. I want new clothes!!
surprise,stopped working on the image database awhile ago to help Greg with his term paper. Now chit chatting with Greg.
worry,I forgot all of those people
hate,6 freakin days!! Just a thought...what would I have to look forward to after this?
love,mothers day gift
happiness,Happy Star Wars Day everyone! May the 4th be with you all xxx
fun,"WOW! That is so awesome, Andre! It will be great, I know! Can't wait. And you dad's aren't so bad either!"
neutral,Getting more information on New Korean Fashion Wear
sadness,i know! And he laughed at the stupid 'women's right's' joke. Wth! Glad we have the same humor!
